NAAM;Provincie;KML;Lat;Lon
Hardenberg;Overijssel;<MultiGeometry><Polygon><coordinates>6.71005319030515,52.6278202903311 6.71484434303818,52.6258759972511 6.71855744513162,52.6220394645199 6.72290967909712,52.6203721932808 6.7272888535851,52.6149278911586 6.72439615945957,52.6084433451848 6.7234936732025,52.6028757249407 6.7209492744463,52.5982625452087 6.72157394374351,52.5948742618774 6.71877163961421,52.5886360311007 6.76665998363878,52.5635327384659 6.76372415782507,52.5615184771308 6.75435270379406,52.5593146844773 6.75053313778535,52.5592698132023 6.74040366723165,52.5619849116206 6.73364747562829,52.5618435144902 6.7266461861835,52.5630576124072 6.71999617574168,52.5516697659089 6.71626426325297,52.5485248219148 6.6808799843395,52.5533174471291 6.70533255818527,52.5210075676882 6.69758470028179,52.486298246467 6.69348543632776,52.4863271168183 6.66930135736982,52.4949807411997 6.65365911017663,52.4878321708655 6.65457828969434,52.4827152510055 6.64745969669199,52.4786140469072 6.65110031058376,52.4751567828844 6.64955568154656,52.4730898919867 6.64154130557034,52.4712438608309 6.63121688379283,52.4719725953518 6.62682090438786,52.4738312677061 6.62093985470145,52.4705406860895 6.61657054187837,52.4693685415086 6.61215745430361,52.4660010489225 6.60103510156697,52.4794702391756 6.59518819820823,52.480303303811 6.60017042664228,52.4851541833376 6.60964361943345,52.4925048338068 6.59238241685751,52.4995655595248 6.5724659305451,52.5082733070655 6.5681861965887,52.5110668662344 6.56135114179172,52.5128957001194 6.56571572476229,52.514767692522 6.5659922326337,52.5182371465413 6.56072609369296,52.5197971187592 6.55488610910487,52.5152807042754 6.54599234874582,52.5158503172166 6.54662625311869,52.5185405508483 6.54278504419344,52.5212400348252 6.54181389525831,52.525707846501 6.53475972634075,52.5288817300709 6.53096586943322,52.5354596206832 6.52965965579395,52.5462860552605 6.5218267638046,52.5605856820133 6.50493874344159,52.5758853853622 6.49676900212,52.5716215904825 6.48835567823719,52.5690009906966 6.47142265716301,52.5689143266487 6.43807146775764,52.5693745175245 6.43172076256416,52.5710207901345 6.42300568423007,52.5709581151529 6.41501538044407,52.570012288227 6.40264461710067,52.5914028234234 6.39251625517378,52.5912628108288 6.32566733490257,52.5925841275857 6.32341258879511,52.5925271731436 6.31968076510332,52.5991710818843 6.30306376202342,52.5971411561379 6.32624470705165,52.6573579011113 6.32779778700002,52.658692754018 6.33468974952758,52.6546318164869 6.34135867128995,52.6541355168087 6.34344919375121,52.6512940937173 6.35682221780065,52.6455986561297 6.35975066362211,52.6455619958574 6.36438178939832,52.6427776198889 6.36428356053391,52.6376406463552 6.36941395099816,52.6355603335133 6.36918033183326,52.6320674722015 6.37520597062906,52.6274081362563 6.37330103056236,52.6239021869687 6.37721666557704,52.6199699531816 6.37651045354163,52.6169239393209 6.38383690162698,52.6121977485764 6.39152229116648,52.6145194191149 6.39623274340923,52.6177991816211 6.40372033089266,52.6162542263271 6.40587977727711,52.619871344619 6.41873466992044,52.6190204305732 6.42113807685291,52.6229623121289 6.42687296820575,52.624915092363 6.42658976205866,52.6268313230256 6.43124297349746,52.6283779393013 6.43537479218912,52.6222050176766 6.43498674954858,52.6192432080158 6.44208952097195,52.6156537446911 6.45055834922309,52.6152163990974 6.45964886597622,52.6157446415108 6.46397137488174,52.6216820084773 6.46328498374029,52.6235136415131 6.47232449235867,52.6245945397941 6.47416070969289,52.6207555334652 6.48058129815235,52.6181547748462 6.48421310579847,52.6190714869758 6.49262619600011,52.6189903628929 6.50438639261846,52.6170854042968 6.5120269192979,52.6136496739567 6.51860426764058,52.6140878493352 6.5138615406418,52.6462937760686 6.52938075013083,52.6545073203239 6.54645769012265,52.6635353699644 6.55282146628183,52.6655949708379 6.61452687929346,52.6740492820729 6.62945329306914,52.6696882441755 6.6825092511831,52.6541785188029 6.70854660272572,52.6487153591007 6.70556303053417,52.645821264794 6.70475738100215,52.6411618139687 6.70652558583024,52.6395421500711 6.70332963761644,52.6357501194798 6.7046406022872,52.6336017592134 6.70091094003555,52.6294008055511 6.7020046100404,52.6272670602022 6.71005319030515,52.6278202903311</coordinates></Polygon></MultiGeometry>;52,58564097;6,574135704
Harderwijk;Gelderland;<MultiGeometry><Polygon><coordinates>5.67892165915542,52.3788412629842 5.67931570130637,52.3770023613289 5.68014169411716,52.3758707478313 5.69560630673496,52.3607402932386 5.69794985630702,52.360957322909 5.6990544436967,52.3528013772803 5.70440651245219,52.3465222023149 5.70606301291738,52.3393957592643 5.7126701088366,52.3369404585732 5.71250134739679,52.3319136735967 5.70617135145901,52.328381848572 5.68644718256221,52.3131428641181 5.67812375921394,52.3014921338665 5.67079617017563,52.3039169077938 5.65861269128618,52.3102213493621 5.63026390430788,52.3268505064727 5.619964669238,52.3259470784248 5.60870737234824,52.3190520246919 5.60194468990795,52.3197468877755 5.59322951471615,52.3192684852479 5.58225363419878,52.322308462979 5.57575364565638,52.326597863112 5.58569833811519,52.3318512095847 5.59333254042801,52.3339265778936 5.60227100121425,52.3390998628798 5.61131635450883,52.3456851725989 5.61555267620315,52.3535616839373 5.61428287145036,52.3568023617956 5.61975094337025,52.3581927258744 5.61403401103355,52.3622504299785 5.61531876181048,52.3626140745847 5.62436540554142,52.358715028476 5.62937074804535,52.3583350619514 5.62828730621072,52.3645093478362 5.64877778681302,52.3675001858097 5.65322885077341,52.3647784721112 5.66454584947864,52.3701739026307 5.66617513818677,52.3718975680666 5.67717510804033,52.3769591860633 5.67730181395085,52.3785322541489 5.67736576254097,52.3785660992575 5.67759128794671,52.3786854621913 5.67892165915542,52.3788412629842</coordinates></Polygon></MultiGeometry>;52,33949538;5,655284974
Hardinxveld-Giessendam;Zuid-Holland;<MultiGeometry><Polygon><coordinates>4.92486390217484,51.8397184114476 4.92698665113089,51.8283059611578 4.91859908254736,51.8274821882699 4.90409238555533,51.8239477050983 4.88940101928621,51.8188950130224 4.88464258344338,51.8164713958236 4.88332297400396,51.8186273952371 4.87124600175192,51.8175856182422 4.84348624193798,51.819154853363 4.82175118821375,51.8190794703829 4.81141590308918,51.8186581947884 4.81102997394025,51.8210605970203 4.80507552018552,51.8219494271457 4.8033786200273,51.8463534043194 4.81202778406605,51.8496641841825 4.8380822088476,51.8607346691244 4.84352543475497,51.8429320946702 4.84767088132783,51.832978556324 4.85498142835332,51.8321853050171 4.86289171261779,51.83292936507 4.86792842467769,51.8319936653541 4.88446167534186,51.8333807998969 4.90313598865316,51.8378493487041 4.91391449756306,51.8393158862655 4.92486390217484,51.8397184114476</coordinates></Polygon></MultiGeometry>;51,83261468;4,852424179
Harlingen;Friesland;<MultiGeometry><Polygon><coordinates>5.43798934619261,53.2098381338454 5.45621312859535,53.2030310241921 5.45782437998125,53.2002246127495 5.46684285561125,53.1993518164241 5.48511268464772,53.1998826409808 5.48955624569333,53.2007388191825 5.49017498907494,53.1940695322256 5.48761681626726,53.1936569547087 5.48241190091477,53.1856731177423 5.48363921064033,53.1837930045476 5.48093237539378,53.1800555957169 5.48023733198669,53.1759607615695 5.49637261820399,53.1783827472888 5.49345684637606,53.1730409000432 5.48944305790544,53.1722009089664 5.4860106552254,53.1696794968518 5.48671582331371,53.1650715351119 5.48279540160277,53.1591347280969 5.48025121525177,53.1573381512937 5.47684929426642,53.1512005297834 5.47288177878966,53.1489180027363 5.47219190720965,53.1466144951168 5.46833766099187,53.143332787541 5.46143656162638,53.1445471749717 5.46302812455181,53.1472680773716 5.45285492230041,53.1480355913833 5.45089020653874,53.1499836219324 5.44023713371501,53.1514281489345 5.43388544581081,53.1534730039353 5.42143595230072,53.1538140431082 5.41708987046667,53.1508221539726 5.41159838906856,53.1519390121645 5.41250519111812,53.1566583055844 5.41580297582478,53.1645850535314 5.41439975067907,53.1705488497343 5.41043381359659,53.1728521835266 5.41142584497516,53.1761809827236 5.41939979633631,53.1787266526729 5.41963336991938,53.182478746576 5.42604437996034,53.1837306214312 5.43578120209861,53.1896186603852 5.43818291423072,53.1933784810613 5.4323344137765,53.1925152205703 5.42939930763332,53.187064266477 5.42211666350288,53.185175150697 5.42977858260587,53.1983351629422 5.43768496480607,53.2096306190486 5.43782050192333,53.2097813337692 5.43798934619261,53.2098381338454</coordinates></Polygon></MultiGeometry>;53,17549318;5,450698362
Hattem;Gelderland;<MultiGeometry><Polygon><coordinates>6.10354600463032,52.4539637227062 6.10006045902069,52.4539731488668 6.09492406786564,52.451799881924 6.09284824813825,52.4548064461137 6.07643315706296,52.4516631900405 6.06332057946773,52.4511513473059 6.03542932521991,52.443765583203 6.02266749252817,52.4441031139609 6.03103562328888,52.454813115428 6.03483530429755,52.4620299590002 6.03386090754437,52.464017702856 6.03694485163123,52.4702434955882 6.0359089116144,52.4741597585666 6.03166125912972,52.4796895336757 6.02497025487619,52.483490340555 6.01852717842622,52.4844667282795 6.01864396921943,52.4893743432442 6.01204574537611,52.4944730434707 6.00078860093806,52.5001488778739 6.00808653157894,52.5044819431444 6.01236751785425,52.5059397721285 6.01933761888484,52.5048274896661 6.02516005312444,52.5064455432324 6.0278575700075,52.5096062038721 6.04388727229221,52.5049760869592 6.05625999882433,52.4984278320422 6.06194562113188,52.4900933942402 6.0662359676026,52.4852716397029 6.07510494121837,52.480633981673 6.08598665099533,52.4779959115534 6.09417128356755,52.4741598417657 6.09827098990582,52.4711829473599 6.10170130735929,52.4663472809745 6.10354600463032,52.4539637227062</coordinates></Polygon></MultiGeometry>;52,47477964;6,05326325
Heemskerk;Noord-Holland;<MultiGeometry><Polygon><coordinates>4.69573622976457,52.5267280653999 4.69049438282631,52.5185687951416 4.69051950203195,52.5150714266064 4.69256005350593,52.5106771386504 4.69686919365183,52.507512986203 4.70915180484447,52.5098564128244 4.70344279186975,52.5031044141404 4.70542382566331,52.5001075227525 4.71129746004586,52.4969723481825 4.72036715767757,52.4949539146097 4.71464549105434,52.4931950406697 4.70844510195319,52.4886256794601 4.7079689488142,52.4863324405319 4.70304806797643,52.4875701645183 4.69474164638296,52.4913391333753 4.67992378640965,52.4931688122671 4.67584149323693,52.4948846678072 4.66630196145642,52.5007441331997 4.66282886514249,52.5008326986492 4.65532255919404,52.4979248006805 4.64501651870471,52.4993247505325 4.63502033492248,52.499061410666 4.62140116550516,52.4978621134262 4.60431388967757,52.4943888434771 4.59863586096921,52.4959445365463 4.59554590058862,52.4981987696784 4.58726835589523,52.4990267641626 4.59118036468756,52.5072943217581 4.59885178181453,52.5310728247086 4.65310098703366,52.53072404647 4.6598827014809,52.5317634104571 4.69573622976457,52.5267280653999</coordinates></Polygon></MultiGeometry>;52,51193358;4,648097525
Heemstede;Noord-Holland;<MultiGeometry><Polygon><coordinates>4.63964808236255,52.338906077902 4.62974090000098,52.3373102277655 4.62035118549703,52.3338183496802 4.61659188152259,52.3315039755616 4.61266136256431,52.3272007203296 4.61138393016081,52.3222045806479 4.60725889360033,52.3232971727414 4.59729236268097,52.3278312828399 4.59018618118605,52.3283526261756 4.59639936927052,52.3446221120841 4.60473240820193,52.3624288421319 4.60572374022145,52.363404858273 4.61766660416203,52.3615349574904 4.62591004899824,52.3620842167388 4.63029994704573,52.3606491166115 4.63662640319247,52.3614841772821 4.63758973908804,52.3594677840271 4.63493071232917,52.3559091043345 4.63988940922755,52.3508030443283 4.6410337325974,52.3439855572918 4.63964808236255,52.338906077902</coordinates></Polygon></MultiGeometry>;52,34477975;4,615360354
Heerde;Gelderland;<MultiGeometry><Polygon><coordinates>6.10354600463032,52.4539637227062 6.10198601334837,52.4477999524363 6.10333792345893,52.4440652496651 6.10958009192558,52.4405307336796 6.11466996518281,52.4375590540749 6.11947220333105,52.4329179232665 6.11638510758622,52.4301994359474 6.11803968564924,52.4286093490662 6.11730796228203,52.4244443123501 6.11355313526477,52.4187814911608 6.11475112839226,52.4143636711127 6.11084419294387,52.4077548885937 6.11511109243773,52.406800346408 6.11906483829658,52.4026418797823 6.12387191973935,52.4018203558737 6.12958289072257,52.3979816388828 6.12515710460164,52.3924039841929 6.1258300535275,52.3840585398557 6.12221560341769,52.38020575172 6.11707314470261,52.3780327062656 6.09513344356162,52.3738411388658 6.08416947824006,52.3724931310683 6.0785063857771,52.3695230496512 6.07784500355844,52.3642970654688 6.07349418168745,52.3618076422565 6.0524086555964,52.3610012947352 6.04760670676655,52.35788994512 6.04178400673197,52.3565124435664 6.04271640620336,52.3635044068995 6.03777910574729,52.3620723031813 6.02990690282241,52.3677604639081 6.01734004926696,52.3699046070216 5.99239072888597,52.3781969928592 5.95711712860248,52.3928970066198 5.95102442180329,52.3984371251591 5.95186131538714,52.4009560655988 5.96672733626363,52.405571738564 5.97556024419668,52.4110166252461 5.98748203266486,52.4210209771168 6.00648694539538,52.435989558416 6.01775529378733,52.4442086413572 6.02266749252817,52.4441031139609 6.03542932521991,52.443765583203 6.06332057946773,52.4511513473059 6.07643315706296,52.4516631900405 6.09284824813825,52.4548064461137 6.09492406786564,52.451799881924 6.10006045902069,52.4539731488668 6.10354600463032,52.4539637227062</coordinates></Polygon></MultiGeometry>;52,4060583;6,05032975
Heerenveen;Friesland;<MultiGeometry><Polygon><coordinates>5.87464334042606,53.0850701726516 5.87032440284867,53.0812726544465 5.87150212372488,53.0742100182172 5.89497409529667,53.0762285101952 5.89541315062849,53.0788243397961 5.90384208870571,53.0792358084211 5.9068384720173,53.0783168322511 5.92758057764172,53.0783948264857 5.93339028101516,53.0781113649917 5.93595182335876,53.0738154037166 5.93232044563454,53.0732361631987 5.93166967065842,53.0696523974541 5.93684763797804,53.0655234590694 5.94109045414129,53.0639001274172 5.94426839504344,53.0652545805241 5.94732830459125,53.0624802314826 5.94376105530964,53.0546411001137 5.94491078594803,53.0533847605228 5.95361383146821,53.0520708559969 5.95290396669179,53.050084352979 5.94454554275558,53.0491117970097 5.94394948810632,53.0443942119418 5.94019941152447,53.0421802364086 5.9530876519133,53.0383491949532 5.95217869950487,53.0372077807518 5.97905203955775,53.0292958368794 5.98453973958784,53.0254514373936 5.97677180350226,53.0112003390124 5.97194205565701,53.0096727096283 5.97484430676257,53.0021186745957 5.97966956874185,52.9978522330341 5.97464886124587,52.9942852472024 5.97672541499651,52.9926362763432 5.96265346158559,52.9810072847483 5.96489213804586,52.9793370272923 5.95810514049027,52.9729354326903 5.97796858775922,52.9709177404923 6.02072623317338,52.9658658535977 6.0268530292227,52.9643636486556 6.04434700777214,52.9662366481224 6.06105888727483,52.9709313456068 6.06976032736124,52.9741943768827 6.08437933751336,52.9831995176411 6.0924852573979,52.9842487245668 6.09750792503121,52.9869541038 6.09846812197765,52.9897552689866 6.09643689823911,52.9928969529703 6.10740763178706,52.9994064596043 6.11390446075177,53.0017334530292 6.12086592892717,53.0055104739685 6.12980455172593,53.0087569836921 6.13118797996938,53.0118791216599 6.1513376691813,53.016617383586 6.15852992731109,53.0170227620128 6.17681176492426,53.0210489037564 6.18569955612201,53.0250202192046 6.19942158751531,53.0343359051924 6.20039869787624,53.0367921229471 6.20542371080316,53.0379309417303 6.20220593800112,52.9903104120316 6.19627217874801,52.9864000139038 6.1590301756601,52.975965275851 6.14299824919393,52.9675289418981 6.12858871195989,52.953953848005 6.124725887368,52.952330297522 6.11489959698773,52.9510117746511 6.09297344252712,52.9423034051592 6.08484776820377,52.9362744902951 6.07774115871599,52.9312207680101 6.04361246170123,52.9182257090438 6.03731230426033,52.9182193472259 6.00397018022764,52.9336119308114 5.99837459021969,52.9333282933358 5.98843769394819,52.9291458819264 5.97685787650988,52.9271346689199 5.9663810411145,52.9283127979995 5.95964273549046,52.9275449423471 5.95367083313134,52.925520879881 5.94840811520345,52.9203310637703 5.93784699748081,52.9117404486263 5.93363548240633,52.9147383793429 5.91297489174522,52.9406377622183 5.9141811783746,52.9429222172899 5.89740986537369,52.9630828969049 5.89163028886503,52.9622780842735 5.88683974692273,52.9670492343932 5.87106133203513,52.964426105687 5.86945252194764,52.9680018674828 5.86721527545237,52.9786216878642 5.88726745260009,52.9815151106821 5.88474971732773,52.9852659169924 5.86732422288943,52.9984959431988 5.86531484729315,53.0010622235225 5.85760320197906,53.0170082901581 5.84873014087555,53.0243002976511 5.83600911253976,53.0309737142094 5.82384217378792,53.0382140633311 5.80901980932784,53.0436909980504 5.79794704753078,53.0498087015699 5.79552509180952,53.0548763627911 5.7987272519119,53.056146594314 5.7963861034801,53.0588393109864 5.80824280863235,53.0665887769762 5.81417887412303,53.0723932262217 5.81927440267597,53.0758621427669 5.83016247418665,53.0795951387472 5.83231858224019,53.07842420954 5.84304520328894,53.0804022787093 5.84432888588212,53.0795653639673 5.85559540294525,53.0825601479445 5.85983060144887,53.081675761405 5.87464334042606,53.0850701726516</coordinates></Polygon></MultiGeometry>;52,9959911;5,978001811
Heerhugowaard;Noord-Holland;<MultiGeometry><Polygon><coordinates>4.89866947352552,52.7068319451598 4.89986017752592,52.6975865995444 4.89141948194975,52.6951757716286 4.88880569597852,52.690551852161 4.8776915384855,52.6872621003091 4.87632817786192,52.6856749152774 4.87935734077145,52.6804009754834 4.87450064645908,52.6764145203539 4.87201448946594,52.6697497836552 4.86679713518391,52.6604802936329 4.86317873568473,52.6564686580093 4.86270040730767,52.6529984586171 4.86507484559649,52.6494363721324 4.87540980648968,52.6423149867283 4.87727397767291,52.6394070318639 4.87644799508961,52.6359741645427 4.87339946407773,52.6344464813812 4.86388205655803,52.6353595051516 4.86034604393764,52.6391843360698 4.85152400662833,52.640594242401 4.84282929014608,52.6458788991017 4.83854936197776,52.6461378249581 4.8356026422969,52.6426186369711 4.83449990781421,52.6375767961921 4.83022467713877,52.6326778627327 4.82368812453671,52.6338466966521 4.80871687755664,52.6339200068549 4.7917680096421,52.6385305807462 4.785587281143,52.6391628449832 4.79181397329894,52.647366691028 4.79842316227654,52.6533429932623 4.80050953111757,52.660240922341 4.79953065277923,52.6637833597748 4.80173004600167,52.6673205740131 4.80695698286898,52.6701773296955 4.81033883397812,52.6733856458385 4.82210538505421,52.6723888848273 4.82707475679562,52.6764370237001 4.82582708756872,52.6836258072408 4.82674593131315,52.6907072839254 4.82426751909229,52.7033344927665 4.81942911631319,52.7091475907141 4.82461906045634,52.7114868568492 4.83376746351795,52.7138044766618 4.83173548846754,52.7168969097689 4.82624232890514,52.7174356762559 4.8476853768006,52.720259370962 4.85141219972141,52.722148276496 4.85809269867942,52.7233453730681 4.86121089649879,52.7207263894783 4.87181801413706,52.7163904736157 4.87723978525778,52.7122278749838 4.89086814160341,52.7084697963571 4.89866947352552,52.7068319451598</coordinates></Polygon></MultiGeometry>;52,67600574;4,844585602
